Product,Discount Band,Units Sold,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,ProductID,Category,Manufacturing Price,Segment,Country,Year,Month Name,Discount Impact,Profit Margin,Month,Month_Name,Revenue Contribution (%),Discount Effectiveness,Cost-to-Sales Ratio (%)
Carretera,Low,2145.0,7.0,15015.0,300.3,14714.7,10725.0,3989.7,2013-01-11,11,1,Accessories,3.0,Government,France,2013,November,0.02040816326530612,27.113702623906704,1,January,0.011736740708355958,13.285714285714285,72.8862973760933
Carretera,Medium,1016.0,7.0,7112.0,355.6,6756.4,5080.0,1676.4,2013-01-11,11,1,Accessories,3.0,Government,Germany,2013,November,0.052631578947368425,24.81203007518797,1,January,0.00555922077374809,4.714285714285714,75.18796992481204
Carretera,Medium,570.0,7.0,3990.0,199.5,3790.5,2850.0,940.5,2014-01-12,12,1,Accessories,3.0,Government,USA,2014,December,0.05263157894736842,24.81203007518797,1,January,0.0031188541742484363,4.714285714285714,75.18796992481202
Carretera,Medium,2487.0,7.0,17409.0,870.45,16538.55,12435.0,4103.55,2014-01-12,12,1,Accessories,3.0,Government,France,2014,December,0.052631578947368425,24.81203007518797,1,January,0.01360805321290502,4.714285714285714,75.18796992481204
Carretera,Medium,263.0,7.0,1841.0,110.46,1730.54,1315.0,415.54,2013-01-11,11,1,Accessories,3.0,Government,USA,2013,November,0.06382978723404255,24.012158054711247,1,January,0.0014390502593462084,3.7619047619047623,75.98784194528876
Carretera,Medium,521.0,7.0,3647.0,328.23,3318.77,2605.0,713.77,2014-01-12,12,1,Accessories,3.0,Government,Mexico,2014,December,0.09890109890109891,21.50706436420722,1,January,0.002850742148742869,2.1746031746031744,78.49293563579278
Carretera,High,2706.0,7.0,18942.0,2083.62,16858.38,13530.0,3328.38,2013-01-11,11,1,Accessories,3.0,Government,Mexico,2013,November,0.12359550561797751,19.743178170144464,1,January,0.01480634981669521,1.5974025974025976,80.25682182985553
Carretera,High,2996.0,7.0,20972.0,2936.08,18035.92,14980.0,3055.92,2013-01-10,10,1,Accessories,3.0,Government,USA,2013,October,0.16279069767441862,16.943521594684388,1,January,0.016393135273768976,1.0408163265306123,83.05647840531563
Carretera,High,280.0,7.0,1960.0,274.4,1685.6,1400.0,285.6,2014-01-12,12,1,Accessories,3.0,Government,Germany,2014,December,0.1627906976744186,16.943521594684388,1,January,0.0015320687171746705,1.0408163265306125,83.05647840531562
Carretera,,2178.0,15.0,32670.0,0.0,32670.0,21780.0,10890.0,2014-01-06,6,1,Accessories,3.0,Midmarket,France,2014,June,0.0,33.33333333333333,1,January,0.025537084178620655,,66.66666666666666
Carretera,,888.0,15.0,13320.0,0.0,13320.0,8880.0,4440.0,2014-01-06,6,1,Accessories,3.0,Midmarket,Germany,2014,June,0.0,33.33333333333333,1,January,0.010411813935085005,,66.66666666666666
Carretera,,2470.0,15.0,37050.0,0.0,37050.0,24700.0,12350.0,2014-01-06,6,1,Accessories,3.0,Midmarket,Mexico,2014,June,0.0,33.33333333333333,1,January,0.02896078876087834,,66.66666666666666
Carretera,Low,1858.0,12.0,22296.0,222.96,22073.04,5574.0,16499.04,2014-01-02,2,1,Accessories,3.0,Channel Partners,USA,2014,February,0.0101010101010101,74.74747474747475,1,January,0.01742806332557472,74.0,25.252525252525253
Carretera,Low,330.0,125.0,41250.0,412.5,40837.5,39600.0,1237.5,2013-01-09,9,1,Accessories,3.0,Enterprise,USA,2013,September,0.010101010101010102,3.0303030303030303,1,January,0.032243793154824056,3.0,96.96969696969697
Carretera,Low,2671.0,12.0,32052.0,320.52,31731.48,8013.0,23718.48,2014-01-09,9,1,Accessories,3.0,Channel Partners,France,2014,September,0.0101010101010101,74.74747474747475,1,January,0.02505401353208293,74.0,25.252525252525253
Carretera,Low,766.0,12.0,9192.0,91.92,9100.08,2298.0,6802.08,2013-01-10,10,1,Accessories,3.0,Channel Partners,Germany,2013,October,0.010101010101010102,74.74747474747475,1,January,0.007185089616464066,74.0,25.252525252525253
Carretera,Low,494.0,300.0,148200.0,1482.0,146718.0,123500.0,23218.0,2013-01-10,10,1,Accessories,3.0,Small Business,Mexico,2013,October,0.010101010101010102,15.824915824915825,1,January,0.11584315504351336,15.666666666666666,84.17508417508418
Carretera,Low,214.0,300.0,64200.0,1284.0,62916.0,53500.0,9416.0,2013-01-10,10,1,Accessories,3.0,Small Business,Germany,2013,October,0.02040816326530612,14.965986394557824,1,January,0.0501830671645989,7.333333333333333,85.03401360544217
Carretera,Low,4243.5,125.0,530437.5,15913.125,514524.375,509220.0,5304.375,2014-01-04,4,1,Accessories,3.0,Enterprise,France,2014,April,0.030927835051546393,1.0309278350515463,1,January,0.4146258674318058,0.3333333333333333,98.96907216494846
Carretera,Low,689.0,300.0,206700.0,6201.0,200499.0,172250.0,28249.0,2014-01-06,6,1,Accessories,3.0,Small Business,Germany,2014,June,0.030927835051546393,14.0893470790378,1,January,0.16157071624490021,4.555555555555555,85.91065292096219
Carretera,Low,1947.0,12.0,23364.0,700.92,22663.08,5841.0,16822.08,2014-01-09,9,1,Accessories,3.0,Channel Partners,USA,2014,September,0.030927835051546386,74.22680412371135,1,January,0.018262884442892348,24.000000000000004,25.773195876288657
Carretera,Low,2021.0,300.0,606300.0,24252.0,582048.0,505250.0,76798.0,2014-01-10,10,1,Accessories,3.0,Small Business,Germany,2014,October,0.041666666666666664,13.194444444444445,1,January,0.47392513429745037,3.1666666666666665,86.80555555555556
Carretera,Medium,1865.0,12.0,22380.0,1119.0,21261.0,5595.0,15666.0,2014-01-02,2,1,Accessories,3.0,Channel Partners,France,2014,February,0.05263157894736842,73.68421052631578,1,January,0.017493723413453635,14.0,26.31578947368421
Carretera,Medium,1116.0,12.0,13392.0,669.6,12722.4,3348.0,9374.4,2014-01-02,2,1,Accessories,3.0,Channel Partners,Germany,2014,February,0.052631578947368425,73.68421052631578,1,January,0.010468094010409788,13.999999999999998,26.31578947368421
Carretera,Medium,991.0,300.0,297300.0,14865.0,282435.0,247750.0,34685.0,2014-01-06,6,1,Accessories,3.0,Small Business,USA,2014,June,0.05263157894736842,12.280701754385964,1,January,0.23238981102858652,2.3333333333333335,87.71929824561403
Carretera,Medium,2791.0,15.0,41865.0,2093.25,39771.75,27910.0,11861.75,2014-01-11,11,1,Accessories,3.0,Midmarket,Mexico,2014,November,0.05263157894736842,29.82456140350877,1,January,0.03272451879822326,5.666666666666667,70.17543859649122
Carretera,Medium,562.0,12.0,6744.0,404.64,6339.36,1686.0,4653.36,2014-01-09,9,1,Accessories,3.0,Channel Partners,Mexico,2014,September,0.06382978723404255,73.40425531914893,1,January,0.005271567055421417,11.5,26.595744680851062
Carretera,Medium,2030.0,15.0,30450.0,1827.0,28623.0,20300.0,8323.0,2014-01-11,11,1,Accessories,3.0,Midmarket,USA,2014,November,0.06382978723404255,29.078014184397162,1,January,0.02380178185610649,4.555555555555555,70.92198581560284
Carretera,Medium,887.0,125.0,110875.0,6652.5,104222.5,106440.0,,2013-01-12,12,1,Accessories,3.0,Enterprise,Germany,2013,December,0.06382978723404255,,1,January,0.08666740766160286,,102.12765957446808
Carretera,Medium,727.0,12.0,8724.0,610.68,8113.32,2181.0,5932.32,2014-01-02,2,1,Accessories,3.0,Channel Partners,Mexico,2014,February,0.07526881720430108,73.11827956989248,1,January,0.006819269126852972,9.714285714285715,26.881720430107524
Carretera,Medium,448.0,300.0,134400.0,9408.0,124992.0,112000.0,12992.0,2014-01-06,6,1,Accessories,3.0,Small Business,France,2014,June,0.07526881720430108,10.39426523297491,1,January,0.10505614060626312,1.380952380952381,89.6057347670251
Carretera,Medium,2181.0,300.0,654300.0,45801.0,608499.0,545250.0,63249.0,2014-01-10,10,1,Accessories,3.0,Small Business,France,2014,October,0.07526881720430108,10.39426523297491,1,January,0.5114451845139729,1.380952380952381,89.6057347670251
Carretera,Medium,1540.0,125.0,192500.0,15400.0,177100.0,184800.0,,2014-01-08,8,1,Accessories,3.0,Enterprise,Mexico,2014,August,0.08695652173913043,,1,January,0.15047103472251228,,104.34782608695652
Carretera,Medium,490.0,15.0,7350.0,588.0,6762.0,4900.0,1862.0,2014-01-11,11,1,Accessories,3.0,Midmarket,France,2014,November,0.08695652173913043,27.536231884057973,1,January,0.005745257689405014,3.1666666666666665,72.46376811594203
Carretera,Medium,367.0,12.0,4404.0,396.36,4007.64,1101.0,2906.64,2013-01-10,10,1,Accessories,3.0,Channel Partners,Mexico,2013,October,0.09890109890109891,72.52747252747253,1,January,0.003442464607365943,7.333333333333333,27.472527472527474
Carretera,Medium,1580.0,12.0,18960.0,1706.4,17253.6,4740.0,12513.6,2014-01-09,9,1,Accessories,3.0,Channel Partners,Germany,2014,September,0.09890109890109891,72.52747252747254,1,January,0.014820419835526405,7.333333333333333,27.472527472527474
Carretera,High,386.0,12.0,4632.0,463.2,4168.8,1158.0,3010.8,2013-01-10,10,1,Accessories,3.0,Channel Partners,USA,2013,October,0.1111111111111111,72.22222222222221,1,January,0.0036206848458944256,6.500000000000001,27.77777777777778
Carretera,High,3445.5,125.0,430687.5,43068.75,387618.75,413460.0,,2014-01-04,4,1,Accessories,3.0,Enterprise,USA,2014,April,0.1111111111111111,,1,January,0.33665451307559485,,106.66666666666667
Carretera,High,1482.0,125.0,185250.0,18525.0,166725.0,177840.0,,2013-01-12,12,1,Accessories,3.0,Enterprise,France,2013,December,0.1111111111111111,,1,January,0.14480394380439168,,106.66666666666667
Carretera,High,1198.0,12.0,14376.0,1581.36,12794.64,3594.0,9200.64,2013-01-10,10,1,Accessories,3.0,Channel Partners,France,2013,October,0.12359550561797752,71.91011235955057,1,January,0.011237255039848501,5.818181818181818,28.08988764044944
Carretera,High,2811.0,300.0,843300.0,92763.0,750537.0,702750.0,47787.0,2014-01-07,7,1,Accessories,3.0,Small Business,Germany,2014,July,0.12359550561797752,6.367041198501873,1,January,0.6591803822415304,0.5151515151515151,93.63295880149812
Carretera,High,2441.0,125.0,305125.0,33563.75,271561.25,292920.0,,2014-01-10,10,1,Accessories,3.0,Enterprise,France,2014,October,0.12359550561797752,,1,January,0.23850636088159255,,107.86516853932584
Carretera,High,2156.0,125.0,269500.0,32340.0,237160.0,258720.0,,2014-01-10,10,1,Accessories,3.0,Enterprise,Mexico,2014,October,0.13636363636363635,,1,January,0.21065944861151717,,109.09090909090908
Carretera,High,2567.0,15.0,38505.0,5005.65,33499.35,25670.0,7829.35,2014-01-06,6,1,Accessories,3.0,Midmarket,USA,2014,June,0.14942528735632182,23.371647509578548,1,January,0.030098115283066676,1.5641025641025643,76.62835249042146
Carretera,High,801.0,300.0,240300.0,33642.0,206658.0,200250.0,6408.0,2014-01-07,7,1,Accessories,3.0,Small Business,Mexico,2014,July,0.16279069767441862,3.10077519379845,1,January,0.18783475139646597,0.19047619047619047,96.89922480620154
Carretera,High,1023.0,125.0,127875.0,17902.5,109972.5,122760.0,,2013-01-09,9,1,Accessories,3.0,Enterprise,France,2013,September,0.16279069767441862,,1,January,0.09995575877995459,,111.62790697674419
Carretera,High,1010.0,300.0,303000.0,42420.0,260580.0,252500.0,8080.0,2014-01-10,10,1,Accessories,3.0,Small Business,USA,2014,October,0.16279069767441862,3.10077519379845,1,January,0.23684531699179856,0.19047619047619047,96.89922480620154
Carretera,High,1513.0,15.0,22695.0,3177.3,19517.7,15130.0,4387.7,2014-01-11,11,1,Accessories,3.0,Midmarket,Germany,2014,November,0.16279069767441862,22.480620155038757,1,January,0.017739948742999567,1.3809523809523807,77.51937984496124
Carretera,High,2821.0,125.0,352625.0,49367.5,303257.5,338520.0,,2013-01-12,12,1,Accessories,3.0,Enterprise,Mexico,2013,December,0.16279069767441862,,1,January,0.2756355772416929,,111.62790697674419
Carretera,High,1174.0,125.0,146750.0,22012.5,124737.5,140880.0,,2014-01-08,8,1,Accessories,3.0,Enterprise,France,2014,August,0.17647058823529413,,1,January,0.11470973685988925,,112.94117647058823
Carretera,High,2767.0,125.0,345875.0,51881.25,293993.75,332040.0,,2014-01-08,8,1,Accessories,3.0,Enterprise,Germany,2014,August,0.17647058823529413,,1,January,0.2703593201799945,,112.94117647058823
Carretera,High,1085.0,125.0,135625.0,20343.75,115281.25,130200.0,,2014-01-10,10,1,Accessories,3.0,Enterprise,Germany,2014,October,0.17647058823529413,,1,January,0.10601368355449729,,112.94117647058823
Carretera,Low,2852.0,350.0,998200.0,19964.0,978236.0,741520.0,236716.0,2014-01-12,12,1,Accessories,3.0,Government,Canada,2014,December,0.02040816326530612,24.198250728862973,1,January,0.7802607109611001,11.857142857142858,75.80174927113703
Carretera,High,923.0,350.0,323050.0,41996.5,281053.5,239980.0,41073.5,2014-01-03,3,1,Accessories,3.0,Government,Canada,2014,March,0.14942528735632185,14.614121510673234,1,January,0.25251775463432513,0.978021978021978,85.38587848932676
Carretera,,1618.5,20.0,32370.0,0.0,32370.0,16185.0,16185.0,2014-01-01,1,1,Accessories,3.0,Government,Canada,2014,January,0.0,50.0,1,January,0.025302583864767393,,50.0
Carretera,Low,831.0,20.0,16620.0,498.6,16121.4,8310.0,7811.4,2014-01-05,5,1,Accessories,3.0,Government,Canada,2014,May,0.030927835051546393,48.45360824742268,1,January,0.01299131738747093,15.666666666666666,51.54639175257733
Carretera,Low,2851.0,7.0,19957.0,798.28,19158.72,14255.0,4903.72,2013-01-10,10,1,Accessories,3.0,Government,Canada,2013,October,0.041666666666666664,25.595238095238095,1,January,0.015599742545232092,6.142857142857143,74.4047619047619
Carretera,Medium,819.0,7.0,5733.0,515.97,5217.03,4095.0,1122.03,2014-01-07,7,1,Accessories,3.0,Government,Canada,2014,July,0.09890109890109891,21.50706436420722,1,January,0.004481300997735912,2.1746031746031744,78.49293563579278
Carretera,Low,1445.0,12.0,17340.0,173.4,17166.6,4335.0,12831.6,2014-01-09,9,1,Accessories,3.0,Channel Partners,Canada,2014,September,0.010101010101010102,74.74747474747475,1,January,0.013554118140718767,74.0,25.252525252525253
Carretera,Low,742.5,125.0,92812.5,1856.25,90956.25,89100.0,1856.25,2014-01-04,4,1,Accessories,3.0,Enterprise,Canada,2014,April,0.02040816326530612,2.0408163265306123,1,January,0.07254853459835414,1.0,97.95918367346938
Carretera,Low,1295.0,12.0,15540.0,310.8,15229.2,3885.0,11344.2,2014-01-10,10,1,Accessories,3.0,Channel Partners,Canada,2014,October,0.02040816326530612,74.48979591836735,1,January,0.012147116257599174,36.5,25.510204081632654
Carretera,Low,908.0,12.0,10896.0,326.88,10569.12,2724.0,7845.12,2013-01-12,12,1,Accessories,3.0,Channel Partners,Canada,2013,December,0.03092783505154639,74.22680412371133,1,January,0.008517051399150618,24.0,25.773195876288657
Carretera,Medium,2844.0,15.0,42660.0,2559.6,40100.4,28440.0,11660.4,2014-01-06,6,1,Accessories,3.0,Midmarket,Canada,2014,June,0.06382978723404255,29.078014184397162,1,January,0.033345944629934406,4.555555555555555,70.92198581560284
Carretera,Medium,2299.0,12.0,27588.0,1655.28,25932.72,6897.0,19035.72,2013-01-10,10,1,Accessories,3.0,Channel Partners,Canada,2013,October,0.06382978723404255,73.40425531914893,1,January,0.02156464886194633,11.500000000000002,26.595744680851062
Carretera,Medium,1884.0,12.0,22608.0,1582.56,21025.44,5652.0,15373.44,2014-01-08,8,1,Accessories,3.0,Channel Partners,Canada,2014,August,0.07526881720430108,73.11827956989248,1,January,0.017671943651982117,9.714285714285715,26.88172043010753
Carretera,Medium,1094.0,300.0,328200.0,29538.0,298662.0,273500.0,25162.0,2014-01-06,6,1,Accessories,3.0,Small Business,Canada,2014,June,0.0989010989010989,8.424908424908425,1,January,0.25654334335547285,0.8518518518518519,91.57509157509158
Carretera,High,1937.0,12.0,23244.0,2556.84,20687.16,5811.0,14876.16,2014-01-02,2,1,Accessories,3.0,Channel Partners,Canada,2014,February,0.12359550561797754,71.91011235955057,1,January,0.018169084317351043,5.8181818181818175,28.08988764044944
Carretera,High,1560.0,15.0,23400.0,2574.0,20826.0,15600.0,5226.0,2013-01-11,11,1,Accessories,3.0,Midmarket,Canada,2013,November,0.12359550561797752,25.0936329588015,1,January,0.018291024480554738,2.0303030303030303,74.90636704119851
Carretera,High,2416.0,125.0,302000.0,36240.0,265760.0,289920.0,,2013-01-09,9,1,Accessories,3.0,Enterprise,Canada,2013,September,0.13636363636363635,,1,January,0.23606364927895432,,109.09090909090908
Carretera,High,2689.0,15.0,40335.0,4840.2,35494.8,26890.0,8604.8,2014-01-11,11,1,Accessories,3.0,Midmarket,Canada,2014,November,0.13636363636363635,24.24242424242424,1,January,0.0315285671975716,1.7777777777777777,75.75757575757575
Carretera,High,1496.0,300.0,448800.0,62832.0,385968.0,374000.0,11968.0,2014-01-10,10,1,Accessories,3.0,Small Business,Canada,2014,October,0.16279069767441862,3.10077519379845,1,January,0.3508124695244858,0.19047619047619047,96.89922480620154
Carretera,High,2300.0,15.0,34500.0,4830.0,29670.0,23000.0,6670.0,2014-01-12,12,1,Accessories,3.0,Midmarket,Canada,2014,December,0.16279069767441862,22.48062015503876,1,January,0.026967536093125577,1.380952380952381,77.51937984496125
Montana,Low,1797.0,350.0,628950.0,18868.5,610081.5,467220.0,142861.5,2013-01-09,9,2,Accessories,5.0,Government,Germany,2013,September,0.030927835051546393,23.416789396170838,1,January,0.4916299079933719,7.571428571428571,76.58321060382917
Montana,Medium,1384.5,350.0,484575.0,24228.75,460346.25,359970.0,100376.25,2014-01-01,1,2,Accessories,5.0,Government,France,2014,January,0.05263157894736842,21.804511278195488,1,January,0.37877663195148775,4.142857142857143,78.19548872180451
Montana,Medium,720.0,350.0,252000.0,12600.0,239400.0,187200.0,52200.0,2013-01-09,9,2,Accessories,5.0,Government,Mexico,2013,September,0.05263157894736842,21.804511278195488,1,January,0.19698026363674337,4.142857142857143,78.19548872180451
Montana,Medium,980.0,350.0,343000.0,20580.0,322420.0,254800.0,67620.0,2014-01-04,4,2,Accessories,5.0,Government,Mexico,2014,April,0.06382978723404255,20.972644376899694,1,January,0.26811202550556734,3.2857142857142856,79.0273556231003
Montana,Medium,1460.0,350.0,511000.0,30660.0,480340.0,379600.0,100740.0,2014-01-05,5,2,Accessories,5.0,Government,Germany,2014,May,0.06382978723404255,20.972644376899694,1,January,0.39943220126339624,3.2857142857142856,79.0273556231003
Montana,Medium,1666.0,350.0,583100.0,52479.0,530621.0,433160.0,97461.0,2014-01-05,5,2,Accessories,5.0,Government,France,2014,May,0.0989010989010989,18.367346938775512,1,January,0.45579044335946445,1.8571428571428572,81.63265306122449
Montana,High,2313.0,350.0,809550.0,80955.0,728595.0,601380.0,127215.0,2014-01-05,5,2,Accessories,5.0,Government,USA,2014,May,0.1111111111111111,17.46031746031746,1,January,0.632799096933038,1.5714285714285714,82.53968253968253
Montana,High,766.0,350.0,268100.0,29491.0,238609.0,199160.0,39449.0,2014-01-01,1,2,Accessories,5.0,Government,Germany,2014,January,0.12359550561797752,16.53290529695024,1,January,0.2095651138135353,1.3376623376623376,83.46709470304975
Montana,High,982.5,350.0,343875.0,44703.75,299171.25,255450.0,43721.25,2014-01-01,1,2,Accessories,5.0,Government,USA,2014,January,0.14942528735632185,14.614121510673234,1,January,0.268795984754306,0.978021978021978,85.38587848932676
Montana,High,1199.0,350.0,419650.0,58751.0,360899.0,311740.0,49159.0,2014-01-04,4,2,Accessories,5.0,Government,Germany,2014,April,0.16279069767441862,13.621262458471762,1,January,0.3280268556950768,0.8367346938775511,86.37873754152824
Montana,,1899.0,20.0,37980.0,0.0,37980.0,18990.0,18990.0,2014-01-06,6,2,Accessories,5.0,Government,France,2014,June,0.0,50.0,1,January,0.02968773973382346,,50.0
Montana,Low,1375.5,20.0,27510.0,275.1,27234.9,13755.0,13479.9,2014-01-07,7,2,Accessories,5.0,Government,France,2014,July,0.010101010101010102,49.494949494949495,1,January,0.021503678780344482,48.99999999999999,50.5050505050505
Montana,Low,1566.0,20.0,31320.0,626.4,30693.6,15660.0,15033.6,2014-01-10,10,2,Accessories,5.0,Government,USA,2014,October,0.020408163265306124,48.9795918367347,1,January,0.024481832766280957,24.0,51.02040816326531
Montana,Medium,1757.0,20.0,35140.0,2108.4,33031.6,17570.0,15461.6,2013-01-10,10,2,Accessories,5.0,Government,France,2013,October,0.06382978723404256,46.808510638297875,1,January,0.02746780342934588,7.333333333333333,53.191489361702125
Montana,Medium,1976.0,20.0,39520.0,2766.4,36753.6,19760.0,16993.6,2014-01-10,10,2,Accessories,5.0,Government,France,2014,October,0.07526881720430108,46.236559139784944,1,January,0.03089150801160356,6.142857142857142,53.76344086021505
Montana,Medium,1282.0,20.0,25640.0,2051.2,23588.8,12820.0,10768.8,2014-01-06,6,2,Accessories,5.0,Government,USA,2014,June,0.08695652173913043,45.65217391304348,1,January,0.020041960157325792,5.25,54.347826086956516
Montana,Medium,645.0,20.0,12900.0,1032.0,11868.0,6450.0,5418.0,2014-01-07,7,2,Accessories,5.0,Government,Germany,2014,July,0.08695652173913043,45.65217391304348,1,January,0.010083513495690432,5.25,54.347826086956516
Montana,High,2992.0,20.0,59840.0,6582.4,53257.6,29920.0,23337.6,2013-01-10,10,2,Accessories,5.0,Government,Germany,2013,October,0.12359550561797752,43.82022471910112,1,January,0.046774995936598104,3.5454545454545454,56.17977528089888
Montana,High,1715.0,20.0,34300.0,4116.0,30184.0,17150.0,13034.0,2013-01-10,10,2,Accessories,5.0,Government,Mexico,2013,October,0.13636363636363635,43.18181818181818,1,January,0.02681120255055673,3.1666666666666665,56.81818181818182
Montana,High,2255.0,20.0,45100.0,5863.0,39237.0,22550.0,16687.0,2014-01-07,7,2,Accessories,5.0,Government,Mexico,2014,July,0.14942528735632185,42.5287356321839,1,January,0.03525321384927431,2.8461538461538463,57.47126436781609
Montana,,2146.0,7.0,15022.0,0.0,15022.0,10730.0,4292.0,2014-01-09,9,2,Accessories,5.0,Government,Germany,2014,September,0.0,28.57142857142857,1,January,0.011742212382345867,,71.42857142857143
Montana,Low,1958.0,7.0,13706.0,411.18,13294.82,9790.0,3504.82,2014-01-02,2,2,Accessories,5.0,Government,Germany,2014,February,0.030927835051546393,26.362297496318117,1,January,0.010713537672242875,8.523809523809524,73.6377025036819
Montana,Low,544.0,7.0,3808.0,114.24,3693.76,2720.0,973.76,2014-01-09,9,2,Accessories,5.0,Government,France,2014,September,0.03092783505154639,26.362297496318117,1,January,0.0029765906505107883,8.523809523809524,73.63770250368188
Montana,Medium,1159.0,7.0,8113.0,405.65,7707.35,5795.0,1912.35,2013-01-10,10,2,Accessories,5.0,Government,Germany,2013,October,0.05263157894736842,24.81203007518797,1,January,0.0063416701543051535,4.714285714285714,75.18796992481202
Montana,Medium,1403.0,7.0,9821.0,589.26,9231.74,7015.0,2216.74,2013-01-10,10,2,Accessories,5.0,Government,France,2013,October,0.06382978723404255,24.012158054711243,1,January,0.007676758607843081,3.7619047619047614,75.98784194528876
Montana,High,2328.0,7.0,16296.0,1629.6,14666.4,11640.0,3026.4,2014-01-09,9,2,Accessories,5.0,Government,USA,2014,September,0.1111111111111111,20.634920634920636,1,January,0.012738057048509402,1.8571428571428572,79.36507936507937
Montana,High,2420.0,7.0,16940.0,2032.8,14907.2,12100.0,2807.2,2014-01-09,9,2,Accessories,5.0,Government,Mexico,2014,September,0.13636363636363635,18.831168831168828,1,January,0.013241451055581081,1.380952380952381,81.16883116883116
Montana,High,1298.0,7.0,9086.0,1181.18,7904.82,6490.0,1414.82,2014-01-02,2,2,Accessories,5.0,Government,USA,2014,February,0.14942528735632185,17.898193760262725,1,January,0.007102232838902579,1.1978021978021978,82.10180623973727
Montana,High,293.0,7.0,2051.0,287.14,1763.86,1465.0,298.86,2014-01-02,2,2,Accessories,5.0,Government,France,2014,February,0.16279069767441862,16.943521594684388,1,January,0.0016032004790434943,1.0408163265306123,83.05647840531562
Montana,High,2996.0,7.0,20972.0,2936.08,18035.92,14980.0,3055.92,2013-01-10,10,2,Accessories,5.0,Government,USA,2013,October,0.16279069767441862,16.943521594684388,1,January,0.016393135273768976,1.0408163265306123,83.05647840531563
Montana,High,1727.0,7.0,12089.0,1692.46,10396.54,8635.0,1761.54,2013-01-10,10,2,Accessories,5.0,Government,Mexico,2013,October,0.1627906976744186,16.943521594684384,1,January,0.00944958098057377,1.0408163265306123,83.0564784053156
Montana,High,1368.0,7.0,9576.0,1436.4,8139.6,6840.0,1299.6,2014-01-02,2,2,Accessories,5.0,Government,Mexico,2014,February,0.17647058823529413,15.966386554621847,1,January,0.007485250018196248,0.9047619047619047,84.03361344537815
Montana,,921.0,15.0,13815.0,0.0,13815.0,9210.0,4605.0,2014-01-03,3,2,Accessories,5.0,Midmarket,Germany,2014,March,0.0,33.33333333333333,1,January,0.010798739452942893,,66.66666666666666
Montana,,1545.0,12.0,18540.0,0.0,18540.0,4635.0,13905.0,2014-01-06,6,2,Accessories,5.0,Channel Partners,Germany,2014,June,0.0,75.0,1,January,0.014492119396131832,,25.0
Montana,,2470.0,15.0,37050.0,0.0,37050.0,24700.0,12350.0,2014-01-06,6,2,Accessories,5.0,Midmarket,Mexico,2014,June,0.0,33.33333333333333,1,January,0.02896078876087834,,66.66666666666666
Montana,,958.0,300.0,287400.0,0.0,287400.0,239500.0,47900.0,2014-01-08,8,2,Accessories,5.0,Small Business,Mexico,2014,August,0.0,16.666666666666664,1,January,0.22465130067142874,,83.33333333333334
Montana,,615.0,15.0,9225.0,0.0,9225.0,6150.0,3075.0,2014-01-12,12,2,Accessories,5.0,Midmarket,USA,2014,December,0.0,33.33333333333333,1,January,0.007210884650987927,,66.66666666666666
Montana,Low,2214.0,15.0,33210.0,332.1,32877.9,22140.0,10737.9,2014-01-03,3,2,Accessories,5.0,Midmarket,Mexico,2014,March,0.010101010101010102,32.65993265993266,1,January,0.025959184743556536,32.33333333333333,67.34006734006734
Montana,Low,2301.0,300.0,690300.0,6903.0,683397.0,575250.0,108147.0,2014-01-04,4,2,Accessories,5.0,Small Business,USA,2014,April,0.010101010101010102,15.824915824915825,1,January,0.5395852221763647,15.666666666666666,84.17508417508418
Montana,Low,2498.0,300.0,749400.0,7494.0,741906.0,624500.0,117406.0,2013-01-09,9,2,Accessories,5.0,Small Business,USA,2013,September,0.010101010101010102,15.824915824915825,1,January,0.5857817840054582,15.666666666666666,84.17508417508418
Montana,Low,663.0,125.0,82875.0,828.75,82046.25,79560.0,2486.25,2013-01-10,10,2,Accessories,5.0,Enterprise,USA,2013,October,0.010101010101010102,3.0303030303030303,1,January,0.0647807117019647,3.0,96.96969696969697
Montana,Low,1142.0,12.0,13704.0,274.08,13429.92,3426.0,10003.92,2014-01-06,6,2,Accessories,5.0,Channel Partners,USA,2014,June,0.02040816326530612,74.48979591836735,1,January,0.010711974336817186,36.5,25.510204081632654
Montana,Low,690.0,12.0,8280.0,165.6,8114.4,2070.0,6044.4,2014-01-11,11,2,Accessories,5.0,Channel Partners,Mexico,2014,November,0.020408163265306124,74.48979591836734,1,January,0.006472208662350139,36.5,25.510204081632654
Montana,Low,1660.0,125.0,207500.0,4150.0,203350.0,199200.0,4150.0,2013-01-11,11,2,Accessories,5.0,Enterprise,Mexico,2013,November,0.02040816326530612,2.0408163265306123,1,January,0.16219605041517557,1.0,97.95918367346938
Montana,Low,1901.0,12.0,22812.0,684.36,22127.64,5703.0,16424.64,2014-01-06,6,2,Accessories,5.0,Channel Partners,France,2014,June,0.030927835051546393,74.22680412371135,1,January,0.01783140386540234,24.0,25.773195876288664
Montana,Low,1287.0,125.0,160875.0,4826.25,156048.75,154440.0,1608.75,2014-01-12,12,2,Accessories,5.0,Enterprise,France,2014,December,0.030927835051546393,1.0309278350515463,1,January,0.12575079330381383,0.3333333333333333,98.96907216494846
